MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Half_Bath,Kitchen_AbvGr,Kitchen_Qual,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Cars,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price,Longitude,Latitude,Log_SalePrice
Residential_Medium_Density,50,6000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,One_Story,Average,Average,1948,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,BLQ,169,516,789,GasA,Excellent,Y,SBrkr,0,789,0,0,0,1,Typical,Typ,0,No_Fireplace,Detchd,Unf,1,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,Shed,0,4,2008,WD ,Partial,115000,-93.608867,42.033435,11.652696102959753
Residential_Medium_Density,100,12000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,One_Story,Average,Good,1948,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,Typical,Typical,CBlock,Typical,Typical,No,GLQ,3,ALQ,608,172,924,GasA,Excellent,Y,SBrkr,0,1122,1,0,0,1,Good,Typ,0,No_Fireplace,Attchd,Unf,2,Typical,Typical,Paved,0,36,0,0,0,0,No_Pool,Good_Wood,Shed,0,5,2008,WD ,Normal,147000,-93.60887,42.033571,11.898194668458823
Residential_Medium_Density,75,9000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Old_Town,Norm,Norm,OneFam,One_and_Half_Fin,Average,Above_Average,1946,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,Typical,Typical,CBlock,Typical,Typical,No,Rec,6,Unf,0,459,904,GasA,Excellent,Y,FuseA,0,1499,0,0,0,1,Typical,Typ,1,Poor,Detchd,Unf,3,Typical,Good,Paved,0,20,0,0,0,0,No_Pool,No_Fence,Shed,0,6,2008,WD ,Normal,140000,-93.607771,42.033249,11.849404844423074
Residential_Medium_Density,62,7311,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Old_Town,Norm,Norm,OneFam,One_Story,Poor,Average,1946,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,Typical,Good,BrkTil,Typical,Typical,No,Unf,7,Unf,0,407,407,GasA,Typical,N,FuseA,0,407,0,0,0,1,Typical,Typ,0,No_Fireplace,Detchd,Unf,1,Fair,Typical,Paved,76,0,120,0,0,0,No_Pool,No_Fence,Shed,0,3,2008,WD ,Abnorml,46500,-93.606764,42.032008,10.747229096720554
Residential_Medium_Density,50,6000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,One_Story,Average,Above_Average,1957,Hip,CompShg,BrkFace,BrkFace,BrkFace,0,Typical,Typical,CBlock,Typical,Typical,No,Rec,6,Unf,0,620,928,GasA,Good,Y,FuseA,0,928,0,0,0,1,Typical,Typ,0,No_Fireplace,Attchd,Fin,1,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,Shed,0,6,2008,WD ,Normal,112500,-93.607713,42.032094,11.630717389475995
Residential_Medium_Density,50,6000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Old_Town,Norm,Norm,OneFam,One_Story,Below_Average,Good,1954,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,901,901,GasA,Excellent,Y,SBrkr,0,901,0,0,0,1,Typical,Typ,0,No_Fireplace,Detchd,Unf,1,Fair,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,Shed,0,8,2008,WD ,Normal,107900,-93.607724,42.032381,11.588969419043872
Residential_Medium_Density,103,12205,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,One_Story,Fair,Very_Poor,1949,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,Typical,Typical,BrkTil,Fair,Fair,No,Unf,7,Unf,0,448,448,GasA,Good,Y,SBrkr,0,1588,0,0,0,1,Typical,Maj2,0,No_Fireplace,No_Garage,No_Garage,0,No_Garage,No_Garage,Dirt_Gravel,0,0,0,0,0,0,No_Pool,Minimum_Privacy,Shed,0,12,2008,WD ,Abnorml,65000,-93.606802,42.0311,11.082157933374816
Residential_Medium_Density,87,18386,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,Two_and_Half_Fin,Good,Excellent,1880,Gable,CompShg,CemntBd,CmentBd,BrkFace,0,Typical,Typical,BrkTil,Typical,Typical,No,Unf,7,Unf,0,1470,1470,GasA,Excellent,Y,SBrkr,0,3493,0,0,0,1,Good,Typ,1,Excellent,Attchd,Unf,3,Typical,Typical,Paved,302,0,0,0,0,0,No_Pool,No_Fence,Shed,0,5,2008,WD ,Normal,295000,-93.607713,42.030482,12.59473402514672
Residential_Medium_Density,69,9142,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,TwoFmCon,Two_Story,Average,Average,1900,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,Typical,Fair,BrkTil,Fair,Typical,No,Unf,7,Unf,0,797,797,GasA,Typical,N,FuseA,0,1627,0,0,0,2,Typical,Typ,0,No_Fireplace,Detchd,Unf,2,Fair,Poor,Dirt_Gravel,192,0,60,0,0,0,No_Pool,No_Fence,Shed,0,2,2008,WD ,Normal,139500,-93.61844,42.029028,11.845827048676645
Residential_Medium_Density,100,12665,Pave,Gravel,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Old_Town,Artery,Norm,OneFam,One_and_Half_Fin,Average,Very_Good,1915,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0,Typical,Typical,BrkTil,Typical,Typical,Mn,Unf,7,Unf,0,876,876,GasA,Good,Y,SBrkr,0,1416,0,0,1,1,Typical,Typ,1,Good,Detchd,Unf,3,Typical,Typical,Paved,418,0,194,0,0,0,No_Pool,No_Fence,Shed,0,6,2008,WD ,Normal,153900,-93.620179,42.029058,11.944064817531656
Residential_Medium_Density,53,5350,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Old_Town,Artery,Norm,OneFam,Two_Story,Good,Very_Good,1920,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,0,Typical,Typical,BrkTil,Typical,Typical,No,BLQ,2,Unf,0,508,624,GasA,Excellent,Y,SBrkr,0,1450,0,0,0,1,Typical,Typ,0,No_Fireplace,Detchd,Unf,1,Typical,Typical,Paved,0,192,0,0,0,0,No_Pool,Minimum_Privacy,Shed,0,3,2008,WD ,Normal,132000,-93.620183,42.02928,11.790564777297387
Residential_Medium_Density,34,4571,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,Two_Story,Average,Average,1916,Gable,CompShg,AsbShng,AsbShng,BrkFace,0,Typical,Typical,BrkTil,Typical,Typical,No,Unf,7,Unf,0,624,624,GasA,Fair,N,SBrkr,0,1344,0,0,0,1,Typical,Typ,0,No_Fireplace,Detchd,Unf,3,Fair,Fair,Paved,0,0,96,0,0,0,No_Pool,No_Fence,Shed,0,5,2008,COD,Abnorml,98000,-93.618296,42.029253,11.49273296168228
Residential_Medium_Density,69,9143,Pave,Gravel,Regular,Lvl,AllPub,Corner,Gtl,Old_Town,Norm,Norm,OneFam,One_and_Half_Fin,Average,Good,1900,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,346,346,GasA,Excellent,Y,SBrkr,0,1017,0,0,0,1,Typical,Typ,0,No_Fireplace,Detchd,Unf,1,Typical,Typical,Dirt_Gravel,0,0,139,0,0,0,No_Pool,No_Fence,Shed,0,5,2008,WD ,Normal,114000,-93.618297,42.029281,11.643962499267984
Residential_Medium_Density,60,9600,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,TwoFmCon,Two_Story,Average,Average,1920,Gable,CompShg,AsbShng,AsbShng,BrkFace,0,Typical,Typical,BrkTil,Typical,Typical,No,Rec,6,Unf,0,739,973,GasA,Typical,Y,FuseP,0,2350,0,0,0,2,Typical,Typ,0,No_Fireplace,More_Than_Two_Types,Unf,2,Typical,Typical,Paved,0,0,219,0,0,0,No_Pool,No_Fence,Shed,0,4,2008,WD ,Normal,130000,-93.617386,42.028287,11.775297421715827
Residential_Medium_Density,60,9600,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,Two_and_Half_Unf,Above_Average,Average,1917,Gable,CompShg,AsbShng,AsbShng,BrkFace,0,Typical,Typical,BrkTil,Good,Typical,No,Rec,6,Unf,0,416,735,OthW,Fair,N,SBrkr,0,2058,0,0,1,1,Typical,Typ,1,Good,Detchd,Unf,2,Fair,Fair,Partial_Pavement,0,0,259,0,0,0,No_Pool,No_Fence,Shed,0,4,2008,WD ,Normal,129500,-93.616885,42.02793,11.771443882099637
Residential_Medium_Density,60,6000,Pave,Gravel,Regular,Lvl,AllPub,Corner,Gtl,Old_Town,Norm,Norm,OneFam,Two_Story,Average,Excellent,1905,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,Good,Typical,BrkTil,Fair,Typical,No,Unf,7,Unf,0,572,572,GasA,Excellent,Y,SBrkr,0,1540,0,0,1,1,Good,Typ,0,No_Fireplace,No_Garage,No_Garage,0,No_Garage,No_Garage,Dirt_Gravel,240,77,0,0,0,0,No_Pool,No_Fence,Shed,0,2,2008,WD ,Normal,129400,-93.616998,42.027073,11.770671388994348
Residential_Medium_Density,60,9600,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,Two_Story,Good,Excellent,1928,Gambrel,CompShg,MetalSd,MetalSd,BrkFace,0,Typical,Excellent,BrkTil,Typical,Typical,No,Rec,6,Unf,0,548,689,GasA,Excellent,Y,SBrkr,0,1378,0,0,0,1,Good,Typ,1,Good,Detchd,Unf,2,Typical,Typical,Dirt_Gravel,0,0,116,0,0,0,No_Pool,No_Fence,Shed,0,10,2008,WD ,Normal,161000,-93.616996,42.027032,11.989165855127435
Residential_Medium_Density,60,10800,Pave,Paved,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,TwoFmCon,One_and_Half_Fin,Above_Average,Good,1905,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0,Typical,Typical,BrkTil,Fair,Typical,No,Unf,7,Unf,0,482,482,GasA,Excellent,N,SBrkr,0,1912,0,0,0,2,Typical,Typ,1,Typical,Detchd,Unf,2,Good,Typical,Paved,0,25,212,0,0,0,No_Pool,No_Fence,Shed,0,4,2008,WD ,Normal,163000,-93.612239,42.029084,12.001511614739405
Residential_Medium_Density,35,6300,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,Two_and_Half_Unf,Above_Average,Above_Average,1914,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,0,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,742,742,GasA,Excellent,Y,SBrkr,0,1484,0,0,0,1,Typical,Typ,1,Good,No_Garage,No_Garage,0,No_Garage,No_Garage,Paved,0,291,134,0,0,0,No_Pool,No_Fence,Shed,0,6,2008,WD ,Normal,128000,-93.613845,42.02813,11.759793355371237
Residential_Medium_Density,50,5250,Pave,Paved,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,Two_Story,Very_Good,Average,1872,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,Typical,Good,BrkTil,Typical,Fair,No,LwQ,4,Unf,0,425,684,OthW,Fair,N,SBrkr,205,2358,0,0,0,1,Typical,Typ,0,No_Fireplace,No_Garage,No_Garage,0,No_Garage,No_Garage,Paved,0,54,20,0,0,0,No_Pool,No_Fence,Shed,0,12,2008,WD ,Normal,122000,-93.609689,42.028828,11.711784520403112
Residential_Medium_Density,0,5700,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,One_and_Half_Fin,Good,Good,1926,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0,Typical,Typical,PConc,Typical,Typical,No,Unf,7,Unf,0,572,572,GasA,Typical,Y,SBrkr,0,1111,0,0,0,1,Typical,Typ,1,Good,Detchd,Unf,1,Typical,Typical,Paved,0,0,176,0,0,0,No_Pool,No_Fence,Shed,0,8,2008,WD ,Normal,116900,-93.609648,42.028781,11.669082701743504
Residential_Medium_Density,75,13500,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Artery,PosA,OneFam,Two_and_Half_Unf,Very_Excellent,Excellent,1893,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0,Excellent,Excellent,BrkTil,Typical,Typical,No,Unf,7,Unf,0,1237,1237,GasA,Good,Y,SBrkr,0,2775,0,0,1,1,Good,Typ,1,Good,Detchd,Unf,2,Good,Typical,Paved,105,502,0,0,0,0,No_Pool,No_Fence,Shed,0,7,2008,WD ,Normal,325000,-93.610008,42.028397,12.691583538230217
Residential_Medium_Density,60,11340,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,Two_Story,Poor,Very_Poor,1920,Gable,CompShg,AsbShng,AsbShng,BrkFace,0,Fair,Fair,BrkTil,Fair,Fair,No,Unf,7,Unf,0,723,723,GasA,Typical,N,SBrkr,0,1086,0,0,0,1,Typical,Maj1,0,No_Fireplace,Detchd,Unf,2,Fair,Poor,Dirt_Gravel,0,24,144,0,0,0,No_Pool,No_Fence,Shed,0,11,2008,ConLD,Normal,55000,-93.608752,42.029209,10.915106645867503
Residential_Medium_Density,60,10800,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,Two_Story,Good,Good,1890,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,0,Typical,Typical,BrkTil,Typical,Typical,Mn,Unf,7,Unf,0,1313,1313,GasW,Good,Y,SBrkr,0,2495,0,0,0,1,Typical,Typ,1,Good,Detchd,Unf,2,Typical,Fair,Paved,0,299,0,0,0,0,No_Pool,No_Fence,Shed,0,12,2008,WD ,Normal,184000,-93.607552,42.027399,12.122696471358964
Residential_Medium_Density,65,9750,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,One_Story,Average,Above_Average,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,164,Typical,Typical,CBlock,Typical,Typical,No,Rec,6,Unf,0,784,984,GasA,Good,Y,SBrkr,0,984,1,0,0,1,Fair,Typ,0,No_Fireplace,Detchd,Unf,1,Typical,Typical,Dirt_Gravel,0,0,0,0,0,0,No_Pool,No_Fence,Shed,0,6,2008,WD ,Normal,110000,-93.60597,42.027252,11.608244735642321
Residential_Medium_Density,81,12150,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,One_and_Half_Fin,Average,Average,1954,Gable,CompShg,MetalSd,MetalSd,BrkFace,335,Typical,Typical,BrkTil,Typical,Typical,No,Unf,7,Unf,0,1050,1050,GasA,Excellent,N,FuseF,0,1795,0,0,0,1,Typical,Typ,0,No_Fireplace,Attchd,Unf,1,Fair,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,Shed,0,11,2008,WD ,Normal,131500,-93.606196,42.02774,11.78676973513378
Residential_Medium_Density,70,12702,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,One_Story,Average,Average,1956,Gable,CompShg,BrkFace,BrkFace,BrkFace,0,Typical,Typical,PConc,No_Basement,No_Basement,No_Basement,No_Basement,5,No_Basement,0,0,0,GasA,Good,Y,FuseA,0,882,0,0,0,1,Typical,Typ,0,No_Fireplace,Detchd,Unf,1,Typical,Typical,Paved,0,45,0,0,0,0,No_Pool,No_Fence,Shed,0,12,2008,WD ,Normal,97000,-93.604486,42.026691,11.48247656671073
Residential_Medium_Density,52,8516,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,One_Story,Below_Average,Above_Average,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,869,869,GasA,Typical,Y,SBrkr,0,1093,0,0,0,1,Typical,Typ,0,No_Fireplace,Detchd,Unf,1,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,Shed,0,5,2008,WD ,Normal,115500,-93.604355,42.027266,11.657034466915164
Residential_Low_Density,55,7111,Pave,No_Alley_Access,Slightly_Irregular,Bnk,AllPub,Inside,Gtl,Brookside,Norm,Norm,OneFam,One_Story,Average,Good,1928,Gable,CompShg,WdShing,Wd Shng,BrkFace,0,Good,Good,BrkTil,Typical,Typical,No,LwQ,4,BLQ,273,329,1008,GasA,Typical,Y,SBrkr,0,1143,0,0,0,1,Typical,Typ,1,Poor,Detchd,Unf,1,Typical,Typical,Paved,265,0,0,0,0,0,No_Pool,Good_Privacy,Shed,0,7,2008,WD ,Normal,138000,-93.628806,42.03361,11.835016210489899
Residential_Medium_Density,0,7425,Pave,No_Alley_Access,Slightly_Irregular,Bnk,AllPub,Corner,Gtl,Brookside,RRAn,Artery,OneFam,One_and_Half_Fin,Good,Good,1945,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0,Typical,Typical,CBlock,Typical,Fair,No,Unf,7,Unf,0,672,672,GasA,Good,Y,SBrkr,0,1668,0,0,1,1,Good,Typ,0,No_Fireplace,Attchd,Unf,1,Typical,Typical,Paved,210,0,0,0,0,0,No_Pool,No_Fence,Shed,0,8,2008,WD ,Abnorml,108000,-93.626712,42.034312,11.58989576532275
Residential_Medium_Density,50,9100,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Brookside,RRAn,Feedr,OneFam,One_Story,Average,Above_Average,1930,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,Typical,Typical,BrkTil,Typical,Typical,No,Unf,7,Unf,0,742,742,GasA,Typical,Y,FuseA,156,935,0,0,0,1,Typical,Typ,0,No_Fireplace,Detchd,Unf,1,Typical,Typical,Partial_Pavement,0,0,0,0,0,0,No_Pool,No_Fence,Shed,600,8,2008,WD ,Normal,79500,-93.625728,42.03338,11.283524879179666
Residential_Low_Density,0,7010,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Brookside,Norm,Norm,OneFam,One_and_Half_Fin,Average,Average,1935,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0,Typical,Typical,BrkTil,Typical,Typical,No,Rec,6,Unf,0,849,1024,GasA,Typical,Y,SBrkr,0,1738,0,0,0,1,Typical,Typ,1,Good,Detchd,Unf,1,Typical,Typical,Partial_Pavement,0,30,0,0,0,0,No_Pool,No_Fence,Shed,0,7,2008,WD ,Normal,153000,-93.625926,42.03047,11.938199736300925
Residential_Medium_Density,50,6130,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Brookside,Norm,Norm,OneFam,One_and_Half_Unf,Average,Above_Average,1924,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,Typical,Typical,BrkTil,Typical,Typical,No,ALQ,1,Unf,0,0,784,GasA,Good,Y,SBrkr,0,784,1,0,0,1,Good,Typ,0,No_Fireplace,No_Garage,No_Garage,0,No_Garage,No_Garage,Paved,0,0,116,0,0,0,No_Pool,No_Fence,Shed,0,5,2008,WD ,Normal,109500,-93.624715,42.033456,11.603688960617083
Residential_Medium_Density,50,5000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Brookside,Feedr,Norm,OneFam,One_and_Half_Fin,Average,Good,1941,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0,Typical,Good,CBlock,Typical,Typical,No,ALQ,1,Unf,0,72,672,GasA,Excellent,Y,SBrkr,0,1210,0,0,0,1,Good,Typ,0,No_Fireplace,Detchd,Unf,1,Typical,Typical,Partial_Pavement,0,0,0,0,0,0,No_Pool,No_Fence,Shed,0,5,2008,WD ,Normal,124000,-93.625584,42.033568,11.728044909070785
Residential_Medium_Density,59,5870,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Brookside,Feedr,Feedr,OneFam,Two_Story,Above_Average,Excellent,1900,Gable,CompShg,HdBoard,HdBoard,BrkFace,0,Typical,Good,BrkTil,Typical,Typical,No,Unf,7,Unf,0,554,554,GasA,Excellent,Y,SBrkr,0,1290,0,0,1,1,Typical,Typ,0,No_Fireplace,Detchd,Unf,1,Fair,Typical,Paved,38,112,0,0,0,0,No_Pool,Minimum_Privacy,Shed,400,4,2008,WD ,Normal,106900,-93.625589,42.033699,11.579658451506333
Residential_Medium_Density,50,6000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Brookside,Norm,Norm,OneFam,One_and_Half_Fin,Above_Average,Good,1940,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,Unf,0,460,981,GasA,Excellent,Y,SBrkr,0,1672,0,0,1,1,Good,Typ,1,Good,Detchd,Unf,1,Typical,Typical,Paved,0,11,0,0,0,0,No_Pool,Good_Privacy,Shed,0,7,2008,WD ,Normal,164900,-93.623666,42.03337,12.013100572810686
Residential_Medium_Density,50,6000,Pave,No_Alley_Access,Regular,HLS,AllPub,Inside,Gtl,Brookside,Norm,Norm,OneFam,One_Story,Average,Good,1924,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0,Typical,Fair,BrkTil,Typical,Fair,No,Unf,7,Unf,0,949,949,GasA,Excellent,Y,SBrkr,0,949,0,0,0,1,Typical,Typ,1,Fair,Detchd,Unf,2,Typical,Typical,Paved,0,0,48,0,0,0,No_Pool,No_Fence,Shed,0,7,2008,WD ,Normal,119000,-93.624566,42.033511,11.686887175419702
Residential_Medium_Density,50,6000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Brookside,Norm,Norm,OneFam,One_and_Half_Fin,Above_Average,Good,1929,Gable,CompShg,WdShing,Wd Shng,BrkFace,0,Typical,Typical,BrkTil,Typical,Typical,No,Unf,7,Unf,0,862,862,GasA,Typical,Y,SBrkr,0,1158,0,0,0,1,Typical,Typ,1,Good,BuiltIn,RFn,1,Typical,Typical,Paved,0,0,112,0,0,0,No_Pool,No_Fence,Shed,0,7,2008,WD ,Normal,120000,-93.623514,42.033321,11.695255355062795
Residential_Medium_Density,50,6000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Brookside,Norm,Norm,OneFam,One_and_Half_Fin,Above_Average,Good,1937,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0,Typical,Good,BrkTil,Typical,Typical,No,Rec,6,LwQ,162,462,825,GasA,Excellent,Y,SBrkr,0,1497,0,0,0,1,Typical,Typ,0,No_Fireplace,Detchd,Unf,1,Typical,Typical,Paved,272,0,0,0,0,0,No_Pool,Good_Privacy,Shed,0,5,2008,WD ,Normal,157000,-93.621532,42.033473,11.964007453736912
Residential_Medium_Density,50,6000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Brookside,Norm,Norm,OneFam,One_and_Half_Fin,Above_Average,Average,1939,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0,Typical,Typical,CBlock,Typical,Typical,No,LwQ,4,Unf,0,475,739,GasA,Excellent,Y,SBrkr,0,1342,0,0,0,2,Typical,Typ,1,Good,Detchd,Unf,1,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,Shed,0,4,2008,WD ,Normal,105000,-93.621532,42.033366,11.561725152903833
Residential_Medium_Density,50,5000,Pave,No_Alley_Access,Regular,Bnk,AllPub,Inside,Mod,Brookside,Norm,Norm,OneFam,One_and_Half_Unf,Above_Average,Good,1926,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,Typical,Typical,BrkTil,Typical,Typical,No,Unf,7,Unf,0,992,992,GasA,Excellent,Y,SBrkr,0,1013,0,0,0,1,Typical,Typ,0,No_Fireplace,Detchd,Unf,1,Fair,Typical,Paved,0,0,101,0,0,0,No_Pool,No_Fence,Shed,0,4,2008,WD ,Normal,113000,-93.622102,42.033493,11.635151947212842
Residential_Medium_Density,60,5520,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,FR2,Gtl,Brookside,Feedr,Norm,OneFam,One_and_Half_Fin,Average,Good,1920,Gable,CompShg,AsbShng,AsbShng,BrkFace,0,Typical,Good,BrkTil,Typical,Typical,No,ALQ,1,Unf,0,497,565,GasA,Typical,Y,SBrkr,0,1216,1,0,0,1,Typical,Typ,1,Good,BuiltIn,RFn,1,Fair,Typical,Paved,0,0,180,0,0,0,No_Pool,Minimum_Privacy,Shed,0,4,2008,WD ,Normal,115000,-93.624688,42.031354,11.652696102959753
Residential_Medium_Density,99,5940,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,FR3,Gtl,Brookside,Feedr,Norm,OneFam,One_Story,Below_Average,Good,1946,Gable,CompShg,MetalSd,CBlock,BrkFace,0,Typical,Typical,PConc,No_Basement,No_Basement,No_Basement,No_Basement,0,No_Basement,0,0,0,GasA,Typical,Y,FuseA,0,896,0,0,0,1,Typical,Typ,0,No_Fireplace,Detchd,Unf,1,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,Minimum_Privacy,Shed,0,4,2008,ConLD,Abnorml,79000,-93.624687,42.031293,11.277215789596893
Residential_Medium_Density,52,6240,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Brookside,Norm,Norm,OneFam,One_and_Half_Fin,Below_Average,Good,1929,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,Typical,Typical,PConc,Typical,Typical,No,BLQ,2,Unf,0,624,704,GasA,Excellent,Y,SBrkr,0,1136,0,1,0,1,Typical,Typ,0,No_Fireplace,Detchd,Unf,1,Typical,Typical,Paved,0,365,80,0,0,0,No_Pool,No_Fence,Shed,0,8,2008,WD ,Normal,123000,-93.623632,42.031493,11.719947764402807
